,user,date,renderedContent
2175,okezonenews,2023-06-15 20:00:16+00:00,"Respons Shin Tae-yong soal rumor Lionel Messi absen di laga Timnas Indonesia vs Argentina .

 #Okezone #Bola #SepakBola #SepakbolaDunia #BolaDunia . https://t.co/XPopYiML2B"
2176,Harian_Jogja,2023-06-15 19:58:34+00:00,Alasan Timnas Argentina Tidak Bawa Messi ke Indonesia #beritajogja #jogja #jogjaistimewa https://t.co/HmGvdmvfZC https://t.co/4bLATnZ2ml
2177,okezonenews,2023-06-15 19:45:31+00:00,"Berikut 3 pesepakbola bintang Timnas Argentina yang absen lawan Timnas Indonesia .

 #Okezone #Bola #SepakBola #SepakbolaDunia #BolaDunia . https://t.co/nyHnvHv7Vi"
2178,detiksport,2023-06-15 19:14:00+00:00,Shin Tae-yong akan menyimak laga Argentina Vs Australia. Hal itu ia lakukan untuk menganalisis kekuatan La Albiceleste jelang melawan Timnas Indonesia. https://t.co/MMyvWu5zqM
2179,inilahdotcom,2023-06-15 19:04:10+00:00,Baru saja penggemar sepak bola Indonesia dihebohkan dengan berita kedatangan Timnas Argentina yang akan melakukan pertandingan persahabatan melawan Timnas Indonesia. Tentu saja para penikmat sepak bola langsung memburu tiket FIFA Matchday Argentina vs… https://t.co/PyeArr8INV
2180,ilhamrofi_,2023-06-15 18:59:23+00:00,"Dugaan gw bisa jadi timnas Argentina charter pake maskapai lokal buat ke Jakarta. Mungkin karena ini sifatnya diundang oleh promotor dari Indonesia ya, jd pake maskapai lokal. Entah beneran charter atau bukan tapi yang jelas nomor penerbangan di tgl itu gak terlihat scr reguler."
2181,ilhamrofi_,2023-06-15 18:59:21+00:00,Mau komentarin hal yg lagi gencar beredar tentang manifes data penumpang pesawat yang bakal ditumpangin Timnas Argentina. Menurut gw org yg nyebarin tuh norak melanggar privasi data njir. Kan org awam kyk gw jadi tau kalo Timnas Argentina bakal naik pesawat apa trus kodenya apa.
2182,alhas_nasih,2023-06-15 18:44:40+00:00,"Senin malam Selasa agenda nobar Timnas Indonesia vs Argentina bersama kang-kang santri PP Nurul Mubin Kubro &amp; mas-mas kementerian BUMN
.
Bismillah ramai lancar ✍️🏻💫"
2183,okezonenews,2023-06-15 18:40:09+00:00,"Penyebab Lionel Messi dipastikan absen di laga Timnas Indonesia vs Argentina .

 #Okezone #Bola #SepakBola #SepakbolaDunia #BolaDunia . https://t.co/D4P9IQyuP0"
2184,IrawanCobain,2023-06-15 18:29:03+00:00,"Pemandangan ini mustahil terjadi pada duel timnas Indonesia vs Argentina di SUGBK, 19 Juni 2023. https://t.co/pdWWJ5i07b"
2185,kopirenceng,2023-06-15 18:22:01+00:00,"@LiaoFelix @Gibrannpahlevi @garagarabola_ bener bang. manifest kalo gak ada pas boarding ya tinggal coret, gak ikut flight ya nggak di masukin report.

Gaston edul ada disana, deket sama timnas argentina juga lagi, imo kredibel sih."
2186,Bolanet,2023-06-15 18:10:00+00:00,"Shin Tae-yong: Jordi Amat Pemulihan, Pratama Arhan Cedera, Sandy Walsh Absen Bela Timnas Indonesia Vs Argentina https://t.co/7TWSuMDrO4"
2187,Thitipan_Mafia,2023-06-15 18:05:33+00:00,"Lionel Messi, Di Maria, Otamendi Tidak ikut dalam Skuad Timnas Argentina saat di jamu Timnas Indonesia.
Sebagian rakyat +62, beserta seluruh pengurus PSSI dan para calo calo tiketnya, Selamat menikmati.
#Messi #Argentina #Indonesia 
#IndonesiavsArgentina https://t.co/PA0vfLVwgy"
2188,okezonenews,2023-06-15 18:01:41+00:00,"Rafael Struick akui sedikit gugup jelang laga Timnas Indonesia vs Argentina .

 #Okezone #Bola #SepakBola #SepakbolaDunia #BolaDunia . https://t.co/sTClUMm4u7"
2189,okezonenews,2023-06-15 18:01:41+00:00,"Jelang laga Timnas Indonesia vs Argentina, Shayne Pattynama ngebet jalani debut bersama Skuad Garuda .

 #Okezone #Bola #SepakBola #SepakbolaDunia #BolaDunia . https://t.co/ve6iZG3ifq"
2190,xazysfvckisalx,2023-06-15 17:57:24+00:00,"Lagian udah tau ini timnas indo vs argentina, bukan vs messi. Ngapain ngebet mau nnton messi? Kalo lu punya duit mnding lu nnton dia di klub yg kemungkinan dia tampilnya lebih all out dibanding cuma friendly match :)"
2191,koranmedsos,2023-06-15 17:57:10+00:00,"Resmi! Lionel Scaloni Sebut Messi, Otamendi dan Di Maria Absen di Laga Timnas Indonesia vs Argentina https://t.co/dSa9UHPdzQ https://t.co/sj4PO5OH69"
2192,O1ASA,2023-06-15 17:56:56+00:00,"❗ WTS/WANT TO SALE ❗

TIKET SEPAK BOLA INTERNATIONAL FRIENDLY MATCH 

INDONESIA🇮🇩 VS ARGENTINA🇦🇷

- CAT 3 (1 tix) 💸 : 650.000
Zona 4B Door 61-62

🎫 Diurus sampai tiket fisik
✅ boleh cicilan
✅ COD

TRUSTED✅

tags: wts wtb jastip tiket timnas argentina #IndonesiavsArgentina https://t.co/gcMm2UYkxW"
2193,TabaFirman25615,2023-06-15 17:49:01+00:00,"@arstronots @idextratime @gastonedul Mgkin sma kek klo timnas Thomas bulutangkis kita lwan Argentina pling yg di turunin U23 nya,Kevin snjaya sma Jonatan cristie ogah2 jg main nya,,bgtu lah kira2"
2194,taplaks,2023-06-15 17:46:56+00:00,WTS Jual Tiket Timnas Indonesia vs Argentina CAT 2 Kategori 2. Ada 2 tiket atas nama sendiri. Langsung tiket fisik. Bisa cod. DM aja harganya. https://t.co/saUjfrVJQN
2195,pajhamadha,2023-06-15 17:41:50+00:00,"@idextratime Lawan Timnas Argentina
Bukan jumpa fans Messi 😚
🙏"
2196,buuhbye,2023-06-15 17:40:39+00:00,WTS 1 tiket timnas indonesia vs argentina CAT 1 zona 8. Harga murah aja 2.3jt biar cepet siapa cepet dia dapet. minat DM!
2197,komburmedan,2023-06-15 17:36:11+00:00,"KABAR TERBARU - Tak Cuma Messi, Dua Pemain Bintang Argentina Juga Batal Lawan Timnas Indonesia https://t.co/GxoNKpibvY"
2198,Rahma_Talia90,2023-06-15 17:33:57+00:00,"@idextratime Tetap kawal Argentina vs Indonesia Meski Messi gak main vs Timnas kapan lgi bisa lawan Renking 1 Dunia yg hanya minus messi,otomendi,dan di maria🙏👍 pelapis 2 timnas 🇦🇷 pun vs pemain inti Timnas masih layak untuk ditonton  apalagi cuma minus 3 pemain 🇦🇷😁 Renking 1 vs 149 Fifa✍️"
2199,HamsenLove,2023-06-15 17:33:22+00:00,Jadi pede nih Timnas bisa menang lawan Argentina
2200,ygkiee,2023-06-15 17:27:20+00:00,"WTT Tiket Timnas vs Argentina, nyari tukeran;

Punyaku: Cat 3 (79-80)
Pengen Tukeran: Cat 3 (87-88)"
2201,_4imron4_,2023-06-15 17:26:15+00:00,"@idextratime Ayo Timnas Indonesia, Kalahin Argentina Biar Messi Menyesal Karena Ga Ikut Bela Timnasnya."
2202,DesiMuthmainnah,2023-06-15 17:22:08+00:00,"@idextratime @gastonedul Ambyarkan Argentina, Timnas menang 2-1
Langsung viral trending 1 dunia
Yang gak hadir akan jadi bulan2an media"
2203,Shinhye20park,2023-06-15 17:22:06+00:00,"@idextratime Kalahin Timnas Argentina terus pasang banner ""where is messi""
Kali aja beliau tertantang dan minta rematch.."
2204,Sukatimnas_,2023-06-15 17:21:30+00:00,"Rekrutan terbaru mang ipul siap main di Indonesia nih ges. Tinggal kita liat aja bakal main berapa menit kira2 yah. Hmmm

#GarudaMendunia #KitaGaruda #BersamaGaruda #Garuda1745 

Jengkol Durian Mandalika Panji Gumilang Martinez Messi Argentina https://t.co/NpDTK69ghB"
2205,nurhabib98,2023-06-15 17:19:49+00:00,"WTS | Want To Sell | Dijual

Timnas VS Argentina
1 Tiket Cat 2 | Kategori 2
Punya sendiri

Langsung DM

#tikettimnas https://t.co/DtNbwvKvzM"
2206,bron981,2023-06-15 17:15:07+00:00,WTS tiket Fifa Match Day Timnas Indonesia vs Argentina CAT 2 Kategori 2 Zona 3 (Selatan) ada 2 Tiket. Price DM aja. Atas nama sendiri. Diurusin sampe tiket fisik. Bisa cod jaksel atau sekitaran GBK. https://t.co/zuF6xa6IjW
2207,AnggaKurogane,2023-06-15 17:09:47+00:00,"@barcastuff_idn melihat Indonesia vs Palestina kemarin, emang udh layak timnas kita ini lawan lapis 2/3 nya argentina dah 😌"
2208,kompasiana,2023-06-15 17:03:34+00:00,"Catatan Kecil Supartono JW: Timnas Mandul vs Palestina, Messi Pimpin Argentina Pecundangi Australia https://t.co/FDPVA8r56x"
2209,kembaracitta,2023-06-15 17:01:33+00:00,@idextratime Peluang timnas utk membantai team Argentina
2210,user08042002,2023-06-15 16:58:51+00:00,"WTB tiket timnas vs argentina yg bisa cod besok di GBK! harga normal, harga tinggi skip"
2211,alyfarid15,2023-06-15 16:58:14+00:00,@idextratime @gastonedul Kepada @PSSI  dan timnas Indonesia mohon berjuang untuk bantai lapis 2 argentina ini demi meluapkann kekesalan fans messi yg sdh berjuang war tiket tpi bang messi gk datang wkwkwk
2212,ChovaHerman,2023-06-15 16:54:36+00:00,"BREAKING NEWS ‼️

Bukan hanya Lionel Messi,Timnas Argentina jg tdk akan diperkuat oleh Angel di Maria dan Nicolas Otamendi menghadapi Timnas Indonesia.

Ketiganya pun tdk akan terbang ke Indonesia dan lebih memilih untuk berlibur sebelum musim baru.

Sumber: AlbicelesteTalk https://t.co/6uSi5zdHqd"
2213,junioakopare,2023-06-15 16:52:03+00:00,"Semoga permainan timnas Indonesia bisa lebih berkembang untik melawan Argentina !!! Keren
Prilly | Kasar | Ratatouille | Daddies | Garnacho | Mandalika
#GarudaMendunia #KitaGaruda #BersamaGaruda #Garuda1745 https://t.co/llH3f8F5pY"
2214,noctis83033731,2023-06-15 16:51:40+00:00,"Masih ada 
jual tiket fifa match day indonesia vs argentina Cat 3 Zona 1B

Tuker sendiri nanti dikasih surat kuasa

tag: wts wtb jastip timnas friendly dm cod bandung"
2215,junioakopare,2023-06-15 16:50:52+00:00,"Indonesia VS Palestina menjadi bahan evaluasi timnas garuda untuk melawan Argentina pada tanggal 19 Juni 2023 !! Gasss
Prilly | Kasar | Ratatouille | Daddies | Garnacho | Mandalika
#GarudaMendunia #KitaGaruda #BersamaGaruda #Garuda1745 https://t.co/mvGw6lB4cp"
2216,humor1zz,2023-06-15 16:48:32+00:00,@idextratime tinggal duduk manis liburan nonton timnas Indonesia vs Argentina di stadion apa susahnya 🙂
2217,Gambrengcrew,2023-06-15 16:48:12+00:00,lawan argentina nanti kita lihat se-patriot apakah suporter timnas kita.. pake jersey timnas indonesia apa pake jersey no 10 messi.. 😅 #IndonesiavsArgentina
2218,elang_firman,2023-06-15 16:46:55+00:00,"Indonesia VS Palestina menjadi bahan evaluasi timnas garuda untuk melawan Argentina pada tanggal 19 Juni 2023
Prilly | Kasar | Ratatouille | Daddies | Garnacho | Mandalika
#GarudaMendunia #KitaGaruda #BersamaGaruda #Garuda1745 https://t.co/1DVs8pI1yv"
2219,elang_firman,2023-06-15 16:46:03+00:00,"Semoga permainan timnas Indonesia bisa lebih berkembang untik melawan Argentina
Prilly | Kasar | Ratatouille | Daddies | Garnacho | Mandalika
#GarudaMendunia #KitaGaruda #BersamaGaruda #Garuda1745 https://t.co/Qc4voeSBrl"
2220,ErickConstant14,2023-06-15 16:44:27+00:00,"Messi tidak ikut? Apakah cuma prank? Ingat, pernah dibilang sblmx klo kedatangan timnas argentina minta dirahasiakan. Sponsor acara termasuk sponsor pribadi Messi apa tidak marah? Apa Messi &amp; Argentina tidak takut diseret ke penjara dugaan penipuan (pidana) dan bisnis (perdata)?"
2221,antaranews,2023-06-15 16:40:09+00:00,Timnas Indonesia gelar latihan perdana jelang lawan Argentina https://t.co/rqyEAtM26m
2222,MhParuhumS,2023-06-15 16:38:42+00:00,"@Duren___ ...nggak...; tapi saya puji gaya jualannya...pake poster timnas Argentina di Pildun...harusnya kayak @emerson_yuntho kalo mau ngadain seminar, harus ada kata ""dalam konfirmasi""...jadi, kalo batal, nggak bisa disalahin...😆😆😆"
2223,ID_Albiceleste,2023-06-15 16:37:40+00:00,"Ada benarnya. Jangan sampe keulang lagi era ketergantungan sama Maradona sih

36 tahun baru bisa move on bayangin.

Okelah, kita taat dengan keputusan ini. Yang terbaik untuk Argentina dan juga Timnas kita tentunya💪"
2224,RadioRASI,2023-06-15 16:32:06+00:00,"Tak Gentar! Rafael Struick Tantang Timnas Argentina, Usai La Albicelestes Gilas Australia https://t.co/dIFx7uKZdC https://t.co/u8OWtgRjio"
2225,okezonenews,2023-06-15 16:30:07+00:00,"Selain Lionel Messi, Angel Di Maria dan Nicolas Otamendi dipastikan absen di laga Timnas Indonesia vs Argentina .

 #Okezone #Bola #SepakBola #SepakbolaDunia #BolaDunia . https://t.co/d1ox1proBY"
2226,Prof_Numeric,2023-06-15 16:25:50+00:00,"Yaaa ketebak siii, lawannya sekelas timnas indonesia, ngapain argentina ngeluarin effort gede2, mending maenin tim cadangan"
2227,_Pangareho,2023-06-15 16:24:06+00:00,"@Duren___ Bagus ituuu Beh 😂😂😂
Kan timnas punya peluang menang lawan Argentina,  itung² buat naikin peringkat di fifa jika timnas menang lawan juara piala dunia."
2228,_hillbs,2023-06-15 16:17:51+00:00,"Terserah lah mau bang messi ikut apa nggak
Timnas kita bisa lawan Argentina aja tu udah jadi prestasi yg cukup membanggakan"
2229,livescore168,2023-06-15 16:16:31+00:00,"Timnas Argentina sukses memetik kemenangan di pertandingan pertama FIFA Matchday Juni 2023. Berhadapan dengan timnas Australia, La Albiceleste berhasil menang dengan skor 2-0.

#ReviewPertandingan #LionelMessi #HasilPertandingan #LaAlbiceleste #UjiCobaTimnas #TimnasArgentina https://t.co/FijdZ8D00w"
2230,detiksport,2023-06-15 16:16:13+00:00,"Timnas Argentina dalam waktu dekat menyambangi Indonesia. Namun, Lionel Messi, Angel Di Maria, dan Nicolas Otamendi tak ikut bergabung dengan tim. https://t.co/khe37usDdn"
2231,MNCSportstars,2023-06-15 16:15:13+00:00,"Lionel Messi memuaskan dahaga suporter Argentina di Beijing ketika dia mencetak gol tercepat dalam karirnya bersama timnas dalam kemenangan Argentina 2-0 atas Australia.
#FIFAMatchDay
https://t.co/k4TxkzmvU8"
2232,kasetkusut__,2023-06-15 16:14:34+00:00,wtb tiket timnas vs argentina tapi mau kalo cepe doang soalnya gada messi awoakwoakwoalwoak
2233,rullydom,2023-06-15 16:12:09+00:00,WTS TIMNAS INDONESIA VS ARGENTINA CAT 3 ZONA 2B
2234,f4nnndy,2023-06-15 16:11:52+00:00,"wts tiket fifa match day Indonesia vs Argentina cat 3 zona 11a (87-88) 1 tix 
cod gbk 
minat dm

wtb wts tiket #timnas #messi https://t.co/rn7IeArsR1"
2235,dinozil,2023-06-15 16:11:11+00:00,Man of The Match Argentina vs Timnas Australia: Lionel Messi https://t.co/ZZmOjuj8eg
2236,dinozil,2023-06-15 16:11:07+00:00,"Shin Tae-yong Nonton Argentina Vs Australia, Ingin Analisis buat Timnas Indonesia https://t.co/6eZVG9Nsv7"
2237,aimrod,2023-06-15 16:10:40+00:00,"Mau berapa pun skor timnas vs Argentina nanti, kita tetep harus bangga gawang Indonesia ga akan pernah dibobol sama Messi

Syahrul Trisna &gt; Lloris"
2238,tirtayanuar,2023-06-15 16:09:19+00:00,"#BRImoDukungTimnas 
WTS TIKET TIMNAS VS ARGENTINA
CAT 3 (ZONE 1 B, Door 49-50)
2 TICKET (booked , wait payment)
CAT 3 11 B
1 TICKET
DM FOR PRICE
#ticket #pssi #timnasvsargentina #tiket https://t.co/doYUWTlsPT"
2239,tirtayanuar,2023-06-15 16:09:08+00:00,"#BRImoDukungTimnas 
WTS TIKET TIMNAS VS ARGENTINA
CAT 3 (ZONE 1 B, Door 49-50)
2 TICKET (booked , wait payment)
CAT 3 11 B
1 TICKET
DM FOR PRICE
#ticket #pssi #timnasvsargentina #tiket https://t.co/kZoxTVbFy9"
2240,Irawantheo3,2023-06-15 16:06:30+00:00,"Timnas Argentina semua pemainnya hobi makan wafer, makanya dijuluki Tim Tango

Xixixi"
2241,LyixSuegar,2023-06-15 16:05:42+00:00,"@idextratime @gastonedul Ditinggal pemain utama, tiba-tiba timnas Argentina kalah https://t.co/zl8SroTUiS"
2242,OneSportsID,2023-06-15 16:04:27+00:00,Timnas Argentina memulai kampanye FIFA Matchday Juni 2023 dengan kemenangan gemilang 2-0 atas Timnas Australia https://t.co/kwHMLpdhNK
2243,omagirang,2023-06-15 16:03:32+00:00,@Egglessomelett @RIZALJSETIAWAN @idextratime Buset 600k doang aja bilangnya kena scam😂 Kapan dan di mana lagi bisa nonton timnas Argentina semurah itu?
2244,Manunitedmagz,2023-06-15 16:01:04+00:00,Alejandro Garnacho debut di Timnas Argentina 🔥 #MUFC https://t.co/LuA01MUAb6
2245,gulo_mariunus,2023-06-15 16:00:02+00:00,"Kita Bertanding lawan Argentina bukan Messi all Star 😁🤪

Padahal yg nonton ke stadion
Fans Messi 93%
Fans Argentina 3%
Fans Timnas Indonesia 4%
🔥🔥🔥
Berarti gak jadi donk ngirup udara yg sama dgn Leo Messi 😁🔥

Yg WAR tiket kemarin, gimana kabar kalian,?"
2246,bolacomID,2023-06-15 16:00:01+00:00,"Latihan Timnas Indonesia jelang lawan Argentina ditutup kain hitam. Permintaan langsung Shin Tae-yong agar pemain fokus!

https://t.co/QdFvZPCQIF"
2247,Dicky_Arya11,2023-06-15 15:57:56+00:00,"@sosmedkeras Timnas Argentina Minta Privasi, Seperti Biasa Sama WargaNegaraIndonesia di Bocorkan wkwk"
2248,bokulos_,2023-06-15 15:57:09+00:00,"@nurulhaqqy @em_farhan13 @sosmedkeras Oh Lavezzi cuma healing bukan masuk squad timnas Argentina.
Siap infonya tercopy bang"
2249,t10nugroho,2023-06-15 15:55:49+00:00,"Tanpa kita sadari Timnas #Argentina dan #adidas sangat cerdas memutuskan menjalankan #FIFAMatchDay di 2 negara Asia dengan jumlah penduduk TERBANYAK, sukses dalam penjualan Jersey dan Promo yang tepat, sepakbola menjadi nomer 2 ✌️

#IndonesiavsArgentina 
#Sepakbola 
#timnas"
2250,Warnilisssn,2023-06-15 15:53:54+00:00,@liputan6dotcom Dgn datang timnas argentina ke Indonesia itu sdh menjadi yg sgt istimewa bagi Indonesia khusus pencinta timnas dan pemain timnas indonesia👍
2251,GilaFotbals,2023-06-15 15:52:27+00:00,"GBK siap sambut Argentina 

Timnas terus berusaha 

#GarudaMendunia #KitaGaruda #BersamaGaruda #Garuda1745

Prilly Giselle Om Hans #FASTX #DITA KIM DOYOUNG Daddies Belanda https://t.co/X9sRqGjKmI"
2252,okezonenews,2023-06-15 15:51:44+00:00,"Rafael Struick blak-blakan soal strategi Timnas Indonesia saat hadapi Argentina .

 #Okezone #Bola #SepakBola #SepakbolaDunia #BolaDunia . https://t.co/Dehs8sM2nT"
2253,rizkimuhadi,2023-06-15 15:46:58+00:00,"@ranger_lilac @Ari67724727 @idextratime Iya, maksudnya kan messi emang pemain timnas argentina, wajar aja kalo make foto dia, tapi kalo soal main ga main kan itu urusan pelatih sama federasi😀"
2254,InfoJktCom,2023-06-15 15:46:10+00:00,"Jelang Laga Kontra Argentina, Timnas Indonesia Mulai Latihan di Jakarta: Sandy Walsh Absen https://t.co/nkLG2hgmZ3"
2255,inilahdotcom,2023-06-15 15:43:26+00:00,"🚨⚽️Breaking news

Lionel Messi tak akan ikut rombongan timnas Argentina ke Indonesia dalam FIFA Matchday yang digelar Senin (19/6/2023) di Stadion GBK. Angel Di Maria dan Nicolas Otamendi pun tidak akan terbang ke Indonesia.

📝 @gastonedul https://t.co/GVwgsShH63"
2256,iyozikhlauma,2023-06-15 15:43:17+00:00,@FaktaSepakbola @gastonedul Semoga timnas Indonesia bisa memanfaatkannya dgn baik untuk bisa mencuri poin dr laga lawan Argentina nanti mungkin seri syukur2 bisa buat kejutan
2257,rianmardian93,2023-06-15 15:42:58+00:00,@gilabola_ina @gastonedul Bagus berarti ada peluang kalahkan timnas Argentina
2258,nagiunair,2023-06-15 15:41:24+00:00,"but that makes him oikawa itu oikawa, dia sampe belain banting stir ke argentina. buktinya dia jadi last boss buat anak-anak timnas jepang, kan."
2259,tribunpontianak,2023-06-15 15:41:22+00:00,"Tak Gentar! Rafael Struick Tantang Timnas Argentina, Usai La Albicelestes Gilas Australia
 
https://t.co/OWAdxLZPU3 lewat @tribunpontianak"
2260,Jauhjauhar,2023-06-15 15:41:07+00:00,"Indonesia kini bersiap sambut Argentina 
Timnas terus berusaha 

#GarudaMendunia #KitaGaruda #BersamaGaruda #Garuda1745

Prilly Giselle Om Hans #FASTX #DITA KIM DOYOUNG Daddies Belanda https://t.co/TInBUM3f6L"
2261,aiivanka,2023-06-15 15:39:01+00:00,"Confirmed dari Scaloni, berarti Messi, Di Maria, dan Otamendi tidak ikut ke Indonesia. Buat yang bilang tweet @gastonedul hoax, kayak gatau aja kalo doi itu reporter ring 1 di timnas Argentina. 😀"
2262,PILimeter,2023-06-15 15:35:19+00:00,"wts tiket timnas Indonesia vs argentina cat2 yaah. sung dm aja.
ini kakakku gajadi nonton soalnya heu 😮‍💨"
2263,sansan_3110,2023-06-15 15:33:30+00:00,"Sandy ini dia yang paling lama nunggu buat main di Timnas, tapi cobaan nya ada aja. Ini semoga Shayne main lawan Argentina"
2264,inilahdotcom,2023-06-15 15:33:02+00:00,"Kemenangan 2-0 timnas Argentina atas Australia pada Kamis (15/6/2023) di Workers Stadium diwarnai dengan momen penonton menerobos masuk lapangan. Seorang penggemar asal China, dengan berani mengenakan kaos bertuliskan nama Lionel Messi, tiba-tiba… https://t.co/sREUyggWEy"
2265,MTAryaa27,2023-06-15 15:32:48+00:00,"@_natcchan @JR_Cyrillus @idextratime Orang yg betul-betul dukung timnas ga bakal peduli dgn ini, toh yg mau diliat bagaimana perkembangan timnas lawan tim elit seperti Argentina. Agak aneh bukannya kawal timnas sendiri malah kawal timnas Argentina padahal main home"
2266,okezonenews,2023-06-15 15:31:48+00:00,"Shin Tae-yong ungkap rencananya jelang Timnas Indonesia vs Argentina .

 #Okezone #Bola #SepakBola #SepakbolaDunia #BolaDunia . https://t.co/KZGI61yzxr"
2267,hanipaol,2023-06-15 15:31:41+00:00,@idextratime Hina banget kayaknya timnas kita utk skala argentina wkwkwk
2268,niarr131,2023-06-15 15:31:20+00:00,"@idextratime @gastonedul Nanti timnas argentina kekurangan pemain bisa"" pinjem pemain timnas indo nih😭"
2269,gilabola_ina,2023-06-15 15:30:52+00:00,"Lionel Messi setelah pertandingan Argentina vs Australia:

""Sekarang saya akan pergi berlibur""

Berarti Messi tidak akan ikut bermain di pertandingan menghadapi timnas Indonesia 🥲
https://t.co/Kj3cF9eSh0"
2270,mskwon__,2023-06-15 15:29:58+00:00,"WTS fifa match day timnas indonesia vs argentina.
1 tiket cat 3 zona 1b (door 49-50)
diurus sampe jadi fisik.

minat dm.

wts wtb wtt #messi https://t.co/JdzuFGCLJZ"
2271,straawberiess,2023-06-15 15:29:47+00:00,@Narutookunnn @idextratime @gastonedul lah ini kan lawan timnas Argentina bukan lawan messi kocak
2272,manusiasibuk416,2023-06-15 15:29:37+00:00,"@idextratime Ini kan timnas indonesia vs timnas argentina bang, bukan vs timnas messi"
2273,gilabola_ina,2023-06-15 15:27:27+00:00,"BREAKING: Lionel Messi, Angel Di Maria, dan Nicolas Otamendi tidak akan ikut bersama skuad timnas Argentina di Pertandingan FIFA Matchday menghadapi Indonesia.

Indonesia vs Argentina tanpa Messi ❌

📝: @gastonedul https://t.co/a9mXlkxZwj"
2274,SoniBaskara,2023-06-15 15:26:16+00:00,"@RIZALJSETIAWAN @idextratime Interview Garnacho pas angkat Trofi Piala Dunia 2030: "" Saya masih ingat momen debut Timnas Argentina saya di Indonesia stadion Gelora Bung Karno, sungguh pengalaman yang tidak terlupakan."""
2275,dnfla_,2023-06-15 15:24:03+00:00,"@ryxfananda @idextratime @gastonedul Haha.. benernya gitu sih, tapi ga masalah mau hadir apa engga soalnya yg aku dukung timnas indo bukan argentina😄"
2276,ccosrr,2023-06-15 15:24:03+00:00,"@idextratime @gastonedul argentina kaya ga respect gitu ya sama timnas indo, proffesional dikit lah. Jarang” juga loh"
2277,d_pratama19,2023-06-15 15:21:48+00:00,"@FaktaSepakbola @gastonedul Ini saatnya kita buat messi menyesal. Timnas kita akan bantai argentina. Apa yang tidak mungkin, bola itu bulat, kanan, bulat, kanan, kiri, kotak, segitiga, atas https://t.co/TTMjxy4jF1"
2278,taegiels,2023-06-15 15:21:30+00:00,WTS 2 tiket cat 3 zona 10a timnas vs argentina
2279,DannyAgger05,2023-06-15 15:21:22+00:00,"@rgoestama @idextratime @gastonedul sekalian aja ya bang, Matheus Pato, Alexis Messidoro, Ezequiel Vidal, Ramiro Fergonzi suruh maen lawan timnas, kan sama kalo di satuin jadi pemain argentina hahaha"
2280,EAbzeth,2023-06-15 15:21:04+00:00,@idextratime Heran sama rakyat +62 kalian bukanya pengen timnas menang kan?harusnya seneng argentina ga bawa skuad terbaik jadi ada kemungkinan menang🤣🤣
2281,settiowan,2023-06-15 15:20:56+00:00,@idextratime satu cara terbaik membalas messi adalah memberikan timnas argentina kekalahan telak hahaha
2282,d_pratama19,2023-06-15 15:20:20+00:00,"@idextratime Ini saatnya kita buat messi menyesal. Timnas kita akan bantai argentina. Apa yang tidak mungkin, bola itu bulat, kanan, bulat, kanan, kiri, kotak, segitiga, atas"
2283,jadi_bener,2023-06-15 15:19:34+00:00,@akungue46826770 @sosmedkeras @kid_dangerr Ya kan lawannya timnas Argentina bukan bang Messi n friend  jadi hak mereka lah mau nurunin siapa. Yg pasti tetep ada pemain bintangnya kok karna mereka juga gamau kalah karna bakal dapet minus poin banyak kalo sampe kalah
2284,mihrabku,2023-06-15 15:19:19+00:00,"Argentina vs Australia, 2 - 0. Koleksi angka Timnas Argentina saat ini, 1,840.93, ditambah kemenangan atas Australia, 2.35. Aman di puncak, disusul Prancis dan Brasil.

Bagaimana jika Argentina kalah lawan Indonesia, peringkat Timnas Indonesia, naik. Poin Argentina terkurangi. https://t.co/65hyDv32BK"
2285,d_pratama19,2023-06-15 15:19:13+00:00,"@idextratime @gastonedul Ini saatnya kita buat messi menyesal. Timnas kita akan bantai argentina. Apa yang tidak mungkin, bola itu bulat, kanan, bulat, kanan, kiri, kotak, segitiga, atas"
2286,rizkimuhadi,2023-06-15 15:16:45+00:00,"@Ari67724727 @idextratime Kok ketipu brosur bang?😀 kan yg main tetap timnas argentina, bukan timnas zimbabwe"
2287,Ari67724727,2023-06-15 15:15:38+00:00,"@idextratime Ini mah nama ketipu brosur...
Udah beli tiket mahal mahal...
Pertandingan Timnas vs Argentina
Tanpa Messi.Dimaria 😀"
2288,ThisisAnugrah,2023-06-15 15:14:47+00:00,"@arstronots @idextratime @gastonedul timnas peringkat 149 dunia ngajak latih tanding timnas peringkat 1 dunia, kl gak karena bayaran yg super mahal jg mana mau latih tanding timnas argentina nya.

dah mau, diiyain, &amp; datang ke indo itu timnas argentina jg dah bagus bgt, kok ngelunjak. gak sadar kemampuan. WKWKWKWKWK"
2289,ThisisAnugrah,2023-06-15 15:12:20+00:00,"@Narutookunnn @idextratime @gastonedul timnas peringkat 149 dunia ngajak latih tanding timnas peringkat 1 dunia, terus minta lawannya mainin pemain² terbaik &amp; utamanya gitu ya, ngab??? 

dah mau, diiyain, &amp; datang ke indo itu timnas argentina jg dah bagus bgt, kok ngelunjak. gak sadar kemampuan. WKWKWKWKWK"
2290,tiankyutipie,2023-06-15 15:11:39+00:00,"Inilah kenapa gue maless banget yg dukung timnas di fifa matchday.

Makanya gue sedikit seneng messi dan timnas argentina memakai pemain lapis di pertandingan tgl 19 juni nanti. https://t.co/MQjYrCKrxW"
